"ロボットコード","回","キャンパスコード","A/B","ロボット名","フリガナ"
"106664702","6","6470","","ラガーマン横扇号","ラガーマンオウセンゴウ"
"106664801","6","6480","","ジャバラ","ジャバラ"
"106664802","6","6480","","神本気ん","ジンマジン"
"106774901","6","7490","","かんじ","カンジ"
"106774902","6","7490","","たまたま源内ＧＯ！","ヨミカタガワカリマセン"
"106775001","6","7500","","Mech4","ヨミカタガワカリマセン"
"106775002","6","7500","","ちゃっとRUN","チャトラン"
"106775101","6","7510","","ＬＡＪＡＳ","ラージャス"
"106775102","6","7510","","ＲＹＵ","リュウ"
"106775201","6","7520","","マジックボックス","マジックボックス"
"106775202","6","7520","","燧のキッカー","ヒウチノキッカー"
"106775301","6","7530","","押し出すんですHI","オシダスンデスハイ"
"106775302","6","7530","","激走！！まっちゃーん号","ゲキソウマッチャーンゴウ"
"106775401","6","7540","","HOPE III","ホープスリー"
"106775402","6","7540","","もりっきー","モリッキー"
"106885501","6","8550","","Ｊリーグラガー号","ジェイリーグラガーゴウ"
"106885502","6","8550","","ＭＥＣ号","メックゴウ"
"106885601","6","8560","","CAN-RUN 車 IN’93","カンランシャ インキュウジュウサン"
"106885602","6","8560","","筑後大堰 ","チクゴオオゼキ"
"106885701","6","8570","","もち太郎","モチタロウ"
"106885702","6","8570","","5M！ただいま×ただいま×ただいま＝ただいま３","ヨミカタガワカリマセン"
"106885801","6","8580","A","ラグット君","ラグットクン"
"106885802","6","8580","B","キッカーズ","キッカーズ"
"106885901","6","8590","","大蛇山Festival号","ダイジャヤマフェスティバルゴウ"
"106885902","6","8590","","No.8","ナンバーエイト"
"106886001","6","8600","","先生には関係ないけどマサゾウ","センセイニハカンケイナイケドマサゾウ"
"106886002","6","8600","","super・コケット・ビン・ハシムZX","スーパーコケットビンハシムゼットエックス"
"106886101","6","8610","A","DASH","ダッシュ"
"106886102","6","8610","B","スラムタンク","スラムタンク"
"106886201","6","8620","A","メタモルフォーゼ","メタモルフォーゼ"
"106886202","6","8620","B","KICH AND DASH","ヨミカタガワカリマセン"
"106886301","6","8630","A","""再生""薩摩IMO","サイセイサツマアイエムオウ"
"106886302","6","8630","B","OPAN2号","ヨミカタガワカリマセン"
"107110101","7","1010","B","アンモナイト","アンモナイト"
"107110102","7","1010","A","大雪山ウスバキチョウ","オオユキヤマウスバキチョウ"
"107110201","7","1020","","ないすぽっくん","ナイスポックン"
"107110202","7","1020","","Lightning 946号","ライトニングクシロゴウ"
"107110301","7","1030","","Mr.オーガナイザー","ミスターオーガナイザー"
"107110302","7","1030","","マシンガンダンディー","マシンガンダンディー"
"107110401","7","1040","","ばるさ2号","バルサニゴウ"
"107110402","7","1040","","苫ホーク","トマホーク"
"107110501","7","1050","","名のるほどのMONOではない","ナノルホドノモノデハナイ"
"107110502","7","1050","","プラネット・ゲッター","プラネットゲッター"
"107220601","7","2060","","飛んでけアーム君","トンデケアームクン"
"107220602","7","2060","","ハイアライ","ハイアライ"
"107220701","7","2070","","ファイティング繁","ファイティングシゲ"
"107220702","7","2070","","なげわっぱ","ナゲワッパ"
"107220801","7","2080","","くるくる君","クルクルクン"
"107220802","7","2080","","酉","ヒヨミノトリ"
"107220901","7","2090","","Re-R","リアール"
"107220902","7","2090","","Speedy escargot","スピーディーエスカルゴ"
"107221001","7","2100","","主砲","トマホーク"
"107221002","7","2100","","ベティー","ベティー"
"107221101","7","2110","","STOHM","ストーム"
"107221102","7","2110","","Xenia FAS","ジーナファス"
"107221201","7","2120","","小針・金子で二段駆け","ヨミカタガワカリマセン"
"107221202","7","2120","","リペルフライヤー","リペルフライヤー"
"107331301","7","3130","","JUNICHIRO","ジュンイチロウ"
"107331302","7","3130","","SAGI","サギ"
"107331401","7","3140","","機会屋さん１号","キカイヤサンイチゴウ"
"107331402","7","3140","","バーチカル・アクセレレーターVOL.2","ヨミカタガワカリマセン"
"107331501","7","3150","","ダブルスカイwith雷鳥弐号","ヨミカタガワカリマセン"
"107331502","7","3150","","アミ張らなくてよかっぺ号","アミハラナクテヨカッペゴウ"
"107331601","7","3160","","半回転なんとか","ハンカイテンナントカ"
"107331602","7","3160","","くわくわ丸","クワクワマル"
"107331701","7","3170","","つまはじき君＆ココ一番","ツマハジキクンアンドココイチバン"
"107331702","7","3170","","ＴＡＮＡザウルス","タナザウルス"
"107331801","7","3180","","航空光線","コウクウコウセン"
"107331802","7","3180","","ヴェルファ・アインス","ヴェルファアインス"
"107331901","7","3190","","秋桜","コスモス"
"107331902","7","3190","","寮馬くん","リョウマクン"
"107332001","7","3200","","V・シューター","ヨミカタガワカリマセン"
"107332002","7","3200","","品川丸’９４","ヨミカタガワカリマセン"
"107332101","7","3210","","HEISE","ヘイス"
"107332102","7","3210","","IN SIDER","インサイダー"
"107332301","7","3230","","天才シュータ君","テンサイシュータクン"
"107332302","7","3230","","重力振子曲者砲","ジュウリョクフリコキョクシャホウ"
"107442401","7","4240","","はじめましてダビット君","ハジメマシテダビットクン"
"107442501","7","4250","","Sharp Shooter","シャープシューター"
"107442502","7","4250","","Dolly","ドリー"
"107442601","7","4260","","ディスク・イジェクター","ディスクイジェクター"
"107442602","7","4260","","エルビス","エルビス"
"107442701","7","4270","","百万石友禅流し","ヒャクマンゴクユウゼンナガシ"
"107442702","7","4270","","百万石ストライカー","ヒャクマンゴクストライカー"
"107442801","7","4280","","またまたちっかっぺ福井","マタマタチッカッペフクイ"
"107442802","7","4280","","ツイン－Ｄ","ツインディー"
"107442901","7","4290","","竜巻扇風機","タツマキセンプウキ"
"107442902","7","4290","","ディスククルクルポンポン丸1号","ディスククルクルポンポンマルイチゴウ"
"107443001","7","4300","","BOW","ヨミカタガワカリマセン"
"107443002","7","4300","","とばまいか やらまいか","トバマイカヤラマイカ"
"107443101","7","4310","","とんでけ!","トンデケ"
"107443102","7","4310","","SUCCESS","サクセス"
"107443201","7","4320","","フィーバー君","フィーバークン"
"107443202","7","4320","","Born to Win","ボーントゥーウィン"
"107443301","7","4330","","かっとびヒッター","カットビヒッター"
"107443302","7","4330","","サイドスロー","サイドスロー"
"107553401","7","5340","B","円盤ババンバン","エンバンババンバン"
"107553402","7","5340","A","Vスペック","ブイスペック"
"107553501","7","5350","A","NonStop","ノンストップ"
"107553502","7","5350","B","TOP-C","トップシー"
"107553601","7","5360","A","営業三課","エイギョウサンカ"
"107553602","7","5360","B","帰ってきたたこ坊’94","カエッテキタタコボウキュウジュウヨン"
"107553701","7","5370","B","乳母車","ウバグルマ"
"107553702","7","5370","A","モリモンガァー","モリモンガァー"
"107553801","7","5380","A","Star King","スターキング"
"107553802","7","5380","B","ティラノサウルスBROTHERS","ティラノサウルスブラザーズ"
"107553901","7","5390","","V.フライヤー","ブイフライヤー"
"107553902","7","5390","","韋駄天Ⅱ","イダテンツー"
"107554001","7","5400","A","Kunitaro","クニタロー"
"107554002","7","5400","B","Disk Bow","ディスクボウ"
"107664101","7","6410","","神風","カミカゼ"
"107664102","7","6410","","スベリーちゃん","スベリーチャン"
"107664201","7","6420","","ディスクザウルス","ディスクザウルス"
"107664202","7","6420","","護摩木南風","ゴマノハエ"
"107664301","7","6430","","テト","テト"
"107664302","7","6430","","ディスクダイバー","ディスクダイバー"
"107664401","7","6440","","ＲＩＳＫＥの手","リスケノテ"
"107664402","7","6440","","スパイラル・スピン・シューター","スパイラルスピンシューター"
"107664501","7","6450","","テクニシャン２世","テクニシャンニセイ"
"107664502","7","6450","","クレテック","クレテック"
"107664601","7","6460","","シューティングギヤー","シューティングギヤー"
"107664602","7","6460","","すこんぶ","スコンブ"
"107664701","7","6470","","ああっドラムさまっ","アアッドラムサマッ"
"107664702","7","6470","","グレートバレル","グレートバレル"
"107664801","7","6480","","ピーコック","ピーコック"
"107664802","7","6480","","猫である","ネコデアル"
"107774901","7","7490","","ディスクシューター","ディスクシューター"
"107774902","7","7490","","HightacＩＩ　　","ヒグタックツー"
"107775001","7","7500","","RT-Wturn","ヨミカタガワカリマセン"
"107775002","7","7500","","Dream","ヨミカタガワカリマセン"
"107775101","7","7510","","ＶＥＲＴＩＣＡＬ","ヨミカタガワカリマセン"
"107775102","7","7510","","重研ロハ三号","ヨミカタガワカリマセン"
"107775201","7","7520","","燧のシューター","ヒウチノシューター"
"107775202","7","7520","","スナイパー","スナイパー"
"107775301","7","7530","","ダックス","ダックス"
"107775302","7","7530","","アイスラッガー","アイスラッガー"
"107775401","7","7540","","轟天号","ゴウテンゴウ"
"107775402","7","7540","","GLORY","グローリー"
"107885501","7","8550","","それ行けゲンさん","ソレイケゲンサン"
"107885502","7","8550","","くるくるポン！","クルクルポン"
"107885601","7","8560","","ヴィントホーゼ","ヴィントホーゼ"
"107885602","7","8560","","ピンポイントアタッカー","ピンポイントアタッカー"
"107885701","7","8570","","スーパーマジシャン「Revolution]1号","ヨミカタガワカリマセン"
"107885702","7","8570","","一撃ぴっちゃん","イチゲキピッチャン"
"107885801","7","8580","A","ミラクルフォース","ミラクルフォース"
"107885802","7","8580","B","これが佐世保んロボットたい","コレガサセボンロボットッタイ"
"107885901","7","8590","","Sniper","スナイパー"
"107885902","7","8590","","ダイナロー","ダイナロー"
"107886001","7","8600","","The Spirit of DENPA '94","ザスピリットオブデンパキュウジュウヨン"
"107886002","7","8600","","あけみちゃん","アケミチャン"
